,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
112," Dec 19, 2017",empReview_18411125,Current Employee - Recruiter,I have been working at Snap full-time (More than a year),Recruiter,"Incredible Fast Paced Environment where those that can push themselves to exceed are rewarded for their efforts. This is a company that experienced incredible hyper growth and is currently re-examining itself to realize its potential and fix things that have been overlooked in the short-term. As a individual that is still relatively junior, the environment is rich with extremely knowledgeable and friendly professionals, which has resulted in an incredible learning oppurtunity for me.","This company is definitely on the ""Secretive"" side of information being shared throughout the company, and there are large projects being worked on across the board that most employees are not even aware of. This lack of transparency is disheartening and really acts to create individualized silo's within the company depending on your profession. In essence, an example would be of those in ""Sales"" having an incredibly limited view and understanding of the scope and scale of Engineering Projects that are currently underway. In addition, there are a huge number of ""Junior"" Managers that have incredibly limited management experience who are taking on experienced Teams that have a high expectation of management, and the disconnect between what is provided and what is expected is jarring.","Continue to develop and train Junior Managers to make better, more strategic decisions. Allow better feedback devices so that Management can listen and incorporate advice from more Senior Members of their Teams",5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18411125.htm
113," Dec 16, 2017",empReview_18378291,Former Employee - Marketing,I worked at Snap full-time,Was there for the honeymoon,"Gray benefits, innovative, creative, nice facilities, care about company culture",Sometimes reactive when there was an opportunity to be proactive,None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW18378291.htm
114," Nov 7, 2016",empReview_12595257,Current Employee - Engineer,I have been working at Snap full-time (Less than a year),Be very very careful,Stock and compensation.Free food.Benefits aren't bad for a start up.Being in Venice beach is nice.,"Work life balance is hands down the worst I have ever experienced in my entire career. I have overheard management indicating that it's okay to ride employees very hard because ""nobody in their right mind would leave the equity on the table."" Very toxic culture. Expect 60+ hours a week and the majority of weekend and company holidays to be mandatory. Even if you are doing 60 hours a week, expect to get dirty looks because of the Amazon-on-steroids workaholic culture that is imposed from the top down. I cannot stress enough how bad the work life balance is. If you are considering an offer, you should consider it a trade for 4 years of feeling horrible.Management is incredibly inexperienced, out of touch, and has no grasp on reality. Decisions at the top level are completely arbitrary and leadership regularly ignores the advice of their subordinates. Management will send out mails after a mandatory weekend telling employees how it was ""so cool"" and ""felt like a startup again.""You will absolutely have your skills squandered and ideas suppressed. As the company nears IPO, people are focused on empire building and keeping high quality talent suppressed. This leads to a ton of C-list talent being hired, which is very frustrating. It's very typical for only a narrow segment of your skills to be utilized and attempting to change that will incur a heavy penalty.",Clean house. Seriously. The Amazon-on-steroids culture will ruin the company and scare all of the good talent away.,1.0,1.0,1.0,1.0,1.0,1.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12595257.htm
115," Sep 27, 2016",empReview_12099066,Current Employee - Software Engineer,I have been working at Snap full-time (Less than a year),"Awesome company, loving the direction and vision!",- We're located right in the beach!- There's free food with 2 cafeterias + restaurants around work are free too- Salary is on par with SF/Bay area companies- Equity package is solid but strongly incentivizes you to stay 4 years. This is a pro (very low turnover ratio + coworkers are all very involved in the success of the company) and a con (lose out on equity if you leave early),"- Offices are spread out, need to walk 10min between them sometimes.- Equity package has backloaded vesting schedule so you have to stay 4 years for full benefit",None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12099066.htm
116," Nov 5, 2016",empReview_12572820,Former Employee - Anonymous Employee,None,Lack of transparency,"Fun to work at a young, cutting edge technology company.","No transparency, treats employees like they're very disposable. Unless you're an engineer or on the design team get used to feeling out of the loop and undervalued.",None,2.0,2.0,2.0,2.0,2.0,2.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12572820.htm
117," Oct 14, 2016",empReview_12313254,Current Employee - Anonymous Employee,None,Producer,Diversity of people who work there and benefits,Big company with a lot of different ideas and directions,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12313254.htm
118," Oct 12, 2016",empReview_12280361,Current Employee - Anonymous Employee,None,"Great Company, Great Atmosphere and Culture","Great people, you have everything you need to do you job, pay and benefits are very good","Not many cons, but the food in the morning could have healthier options (eggs, etc.)",Provide healthier food options,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW12280361.htm
119," Aug 30, 2016",empReview_11744027,Current Employee - Anonymous Employee,None,Great company,Massive growth opportunity at a founder-led company with a growing user base.Tons of monetization opportunities.,Work/life balance. But this is to be expected from an upstart.,Keep innovating and disrupting,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW11744027.htm
120," Aug 3, 2016",empReview_11448186,Current Employee - Anonymous Employee,I have been working at Snap full-time,Roller coaster but fun,"Energetic environment, hard-working staff, exciting place to work","Lack of structure, lack of public transparency",Create more official company-wide policies,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW11448186.htm
121," Jul 21, 2016",empReview_11311840,Current Employee - Product Designer,I have been working at Snap full-time (More than 3 years),Product Design,"-Great Benefits (matching 401k, dental/vision/medical, anyPerk)-Great Food (2 cafeterias, multiple free restaurant partnerships)-Awesome Workspaces-Insane Growth Rate","-Expanding constantly, campus scattered throughout LA-Hard to meet people outside of your team and those you interface with for work (although bi-weekly council helps a lot with this)",Excited to be moving to more centralized space. Keep employees more informed about goings-on outside of the day-to-day. Continue with transparency policies that have steadily improved.,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW11311840.htm
122," Jun 28, 2016",empReview_11073126,Current Employee - Anonymous Employee,I have been working at Snap full-time (More than a year),Wild West,"It's a start-up, so things change quickly.","It's a start-up, so it can be disorganized.",None,4.0,4.0,4.0,4.0,4.0,4.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW11073126.htm
123," Nov 24, 2015",empReview_8743663,Current Employee - Anonymous Employee,I have been working at Snap full-time (Less than a year),Software Engineer,"Friendly, young people. Strict code review. Good engineering culture. Partnered with quite a few restaurant, free food everywhere. Innovation everywhere, top down / bottom up.",Don't come here if you want a free ride to IPO. Everyone works hard to drive it.,None,5.0,5.0,5.0,5.0,5.0,5.0,https://www.glassdoor.com/Reviews/Snap-Reviews-E671946.htm/Reviews/Employee-Review-Snap-RVW8743663.htm
